UserID,ISBN,BookRating
276954,3423118709,3
276954,3440054594,3
276954,3442723078,3
276954,3453034120,7
276954,3480204015,8
276954,3492238882,5
276954,3499121808,2
276954,3499153629,2
276954,3502513333,8
276954,3502517371,4
276954,3502551685,2
276954,3596119502,9
276954,3596221234,10
276954,3596850185,8
276954,3772402542,7
276954,3772420176,7
276954,3794170180,2
276954,3806852456,1
276954,3808572612,3
276954,3821812028,8
276954,3922708072,6
276954,7321578936,6
276957,312966970,3
276959,680ISBN359623,2
276963,340818182,10
276964,61096261,4
276964,312169817,10
276964,312864590,5
276964,345348664,5
276964,345348672,6
276964,345354621,5
276964,345385764,6
276964,345435036,2
276964,385264356,5
276964,425104273,2
276964,425172546,2
276964,440218667,3
276964,440220602,7
276964,446522856,4
276964,451180054,3
276964,451198514,6
276964,515131520,8
276964,517093715,1
276964,553266306,7
276964,684867621,7
276964,765342987,8
276964,812550153,1
276964,812550307,6
276964,843949163,6
276964,886773741,9
276964,886774802,8
276964,886774829,4
276964,886775426,3
276964,886775957,1
276964,886777178,10
276964,1572971835,9
276965,9722900684,1
276975,3499221489,8
276981,2422614189,3
276984,345425596,1
276984,590259970,4
276984,590260251,1
276984,590417827,1
276984,590426702,9
276984,590436422,9
276984,590436449,3
276984,590436457,6
276984,590436465,4
276984,590436481,4
276984,059043649X,9
276984,590436503,10
276984,590442589,2
276984,590442988,6
276984,590442996,7
276984,590448234,1
276984,590448595,2
276984,590456458,6
276984,590456504,5
276984,590470485,1
276984,590483056,2
276986,60930187,7
276986,375760911,3
276986,689817851,7
276986,874869870,7
276988,61081450,8
276988,61083259,3
276988,61087017,9
276988,61094404,1
276988,312925689,8
276988,440295653,10
276988,671793489,8
276988,684845768,2
276988,701169176,7
276989,312244266,8
276990,880701601X,9
276990,8817134899,3
276992,99268345,3
276994,3100970616,10
276994,3257062354,9
276994,3257228317,8
276994,3423128879,4
276994,3423202327,6
276994,342677609X,5
276994,3442054753,3
276994,3442727073,9
276994,3453132041,9
276994,3478387507,9
276994,3492045170,8
276994,3492230814,9
276994,3499101505,6
276994,3545202461,6
276994,3548359698,2
276994,3550075359,10
276994,3596154766,2
276994,3596214629,9
276997,671011367,10
276998,618045996,10
276998,3822858617,4
277002,864425589,5
277007,8817860751,7
277009,452282101,5
277010,671025368,3
277010,3257060580,5
277012,553581112,3
277012,805047379,8
277012,892964456,8
277018,373250223,6
277018,451097009,8
277018,451179994,7
277019,9681500830,2
277022,8432087653,4
277023,553140779,7
277028,425182150,9
277031,1883473004,8
277032,61007129,4
277035,61000027,4
277036,812511816,3
277036,833531654,1
277036,880381736,5
277036,880381744,5
277040,722536283,6
277042,60505885,10
277042,61097101,2
277042,299164942,6
277042,312283709,5
277042,312983271,8
277042,380731851,8
277042,446605484,6
277042,446611212,7
277042,451188454,6
277042,451207955,3
277042,609804138,5
277042,671003755,10
277042,067104754X,9
277042,743407067,5
277042,074343627X,3
277042,786013230,4
277042,812509560,10
277042,971880107,3
277048,3426615355,5
277048,3442435838,5
277048,3442455707,9
277051,75536498,9
277051,99287692,6
277051,99845008,8
277051,330262130,9
277051,385720920,6
277051,393319296,2
277051,553262505,4
277051,6514251,10
277051,805062971,7
277051,3257228007,5
277051,3442430496,1
277051,3442446325,9
277051,3453171500,3
277051,3464371506,7
277052,9513098648,9
277053,590108395,6
277056,3442451353,10
277058,8425330866,3
277058,8481301213,8
277064,460905589,1
277065,816704627,4
277072,1573229571,1
277073,60595183,5
277074,9.78E+12,5
277075,2830207904,3
277079,3499263998,6
277085,434009407,6
277085,1841193887,8
277087,375700668,7
277087,457871971,2
277087,840149768X,10
277087,8401499917,8
277087,8402007287,7
277087,8420600369,4
277087,8420603066,6
277087,8423918335,1
277087,8426105084,7
277087,8426429807,10
277087,843223138X,1
277087,8437608570,2
277087,8440630921,6
277087,8440630922,10
277087,8470394126,3
277087,8471662531,5
277087,8472230082,1
277087,8474541913,5
277087,8478091351,3
277090,3426193310,9
277094,64404773,7
277096,64407667,5
277102,552545228,2
277107,006054094X,6
277107,375706038,9
277107,081297106X,7
277107,843951826,1
277107,1400032628,1
277107,1585861553,8
277109,66210151,2
277109,385334141,8
277109,425191184,8
277109,671027343,4
277109,751503894,5
277109,3714500799,5
277114,385503822,3
277116,3548208975,5
277123,399138684,1
277124,425189864,4
277124,440236053,7
277124,440241073,1
277124,553586122,3
277128,99935708,5
277128,140118608,7
277128,552998249,3
277129,3518408127,8
277134,1586609726,1
277135,865472807,6
277139,312960344,2
277139,055358068X,6
277139,792270142,3
277142,688174590,7
277143,61097101,1
277143,031286504X,9
277143,345342968,10
277143,345446860,9
277143,375756981,9
277143,553382411,2
277143,671027662,3
277143,767903382,9
277149,3785527195,5
277155,1558744592,4
277157,60002484,4
277157,60094117,2
277157,312253397,7
277157,312331754,2
277157,312874243,5
277157,312979517,5
277157,316152196,2
277157,316154059,1
277157,316287555,5
277157,034541389X,4
277157,345450175,5
277157,345452550,7
277157,375727981,8
277157,380731851,1
277157,380975017,5
277157,385305389,8
277157,393045390,7
277157,394543289,7
277157,399135804,10
277157,399138188,4
277157,399141340,4
277157,399146466,1
277157,399146504,7
277157,399146687,7
277157,399147101,4
277157,399147144,2
277157,399147322,6
277157,399147624,9
277157,399148337,7
277157,399148450,4
277157,399148639,8
277157,399148728,9
277157,399149783,6
277157,399150811,5
277157,399150870,2
277157,399151451,10
277157,399151478,3
277157,039915177X,1
277157,399151885,9
277157,425183181,10
277157,440111323,2
277157,440122147,4
277157,440221463,7
277157,441005470,8
277157,446519480,9
277157,449221512,1
277157,055358295X,9
277157,670894184,8
277157,671024094,8
277157,679450408,3
277157,684801663,8
277157,684846608,3
277157,684871726,9
277157,743201604,9
277157,074320607X,5
277157,743407377,2
277157,743486226,7
277157,804109990,1
277157,812571118,4
277157,971880107,5
277159,969691319,8
277165,8475251471,4
277168,380724987,6
277168,380726246,2
277168,380816059,7
277168,399139419,9
277168,425175405,9
277168,425182932,6
277168,440225701,10
277168,446602485,10
277168,446603406,3
277168,451091949,6
277168,553095439,8
277168,553227041,5
277168,553263226,6
277168,553295098,4
277168,553564994,7
277168,067102423X,5
277168,671032658,8
277168,671653849,5
277168,722509049,4
277168,812500067,6
277168,812516001,1
277168,812568710,8
277168,843921609,3
277168,890875588,6
277168,1557730091,10
277168,1558172882,6
277170,425178102,3
277170,446609404,5
277170,446610038,7
277170,451178017,1
277170,553211056,10
277170,553285920,7
277170,871312549,2
277171,20259700,8
277171,345404114,6
277171,375724400,7
277171,385422598,3
277171,385479565,2
277171,425156028,1
277171,446362220,3
277171,449130282,2
277171,449213013,1
277171,449213730,6
277171,449224449,5
277171,451173139,10
277171,486282406,9
277171,553299506,10
277171,553575937,10
277171,553580930,6
277171,679737456,1
277171,804102511,4
277171,080410946X,7
277171,804114986,5
277171,881503274,10
277176,8481302201,6
277179,440414806,5
277179,679767800,3
277180,60527161,9
277180,140244328,2
277183,451198948,1
277186,6514219,9
277186,6542379,9
277186,6543545,7
277186,6550983,1
277186,141011947,5
277186,340734043,6
277186,340770015,5
277186,349105227,4
277186,571152236,6
277186,571176151,9
277187,60390174,2
277187,60976683,8
277187,61043567,10
277187,006250794X,1
277187,312977263,1
277187,375708413,2
277187,038081093X,6
277187,038528859X,5
277187,399141650,1
277187,425144690,8
277187,425147762,10
277187,440224705,6
277187,446310735,10
277187,452269865,4
277187,515115649,4
277187,515129941,2
277187,553249657,9
277187,553281089,7
277187,671042858,1
277187,671782908,4
277187,679425233,6
277187,679433090,9
277187,679745203,8
277187,679767851,4
277187,743223543,6
277187,786701420,9
277187,804106126,9
277187,080505622X,5
277187,887307302,2
277187,1564141330,7
277187,1578630037,10
277187,1880323818,5
277187,1929590059,9
277187,345251547,8
277187,449003800,5
277187,44901766125,6
277187,671781383,4
277188,140254188,5
277188,385510500,10
277188,525945636,8
277188,743422732,10
277188,789401487,4
277189,074341232X,5
277195,20847459,8
277195,60196076,10
277195,60391626,1
277195,60502258,5
277195,60908548,5
277195,60911271,9
277195,60914548,7
277195,60960930,3
277195,60987561,9
277195,62500279,1
277195,62500295,2
277195,006251170X,5
277195,015644450X,2
277195,156799804,8
277195,031214816X,2
277195,312204809,6
277195,031284879X,2
277195,316666343,10
277195,316734837,3
277195,330332775,2
277195,345353404,6
277195,345384202,6
277195,345413881,4
277195,345459407,4
277195,375406328,10
277195,375724672,4
277195,037582233X,6
277195,385149514,9
277195,385423446,5
277195,385475721,4
277195,385483503,9
277195,385729332,1
277195,394569652,1
277195,394726413,10
277195,394757572,6
277195,399142789,3
277195,042511774X,6
277195,440174953,6
277195,440214424,6
277195,440236673,7
277195,446604801,6
277195,446605484,4
277195,446606189,4
277195,446606383,4
277195,446609323,1
277195,449134482,2
277195,449223345,4
277195,451195825,3
277195,051730984X,7
277195,553251996,4
277195,055326611X,9
277195,553268880,8
277195,553273604,1
277195,553347756,3
277195,553379615,10
277195,553572997,7
277195,618093974,7
277195,670869902,1
277195,671010115,10
277195,671021001,4
277195,671256181,8
277195,671510053,1
277195,671647458,1
277195,679435506,5
277195,679455876,10
277195,679459618,8
277195,679723285,2
277195,679741666,10
277195,679745203,3
277195,679746048,2
277195,684804018,9
277195,684807548,7
277195,684841347,10
277195,684859769,1
277195,723216428,7
277195,743458036,5
277195,786862297,9
277195,802115160,8
277195,804107149,9
277195,080410946X,8
277195,811801802,7
277195,811826880,8
277195,831771690,9
277195,852072864,10
277195,871313073,8
277195,088011861X,9
277195,916318405,10
277195,939149311,5
277195,1401300448,9
277195,1558743669,6
277195,1571740562,10
277195,1573220779,9
277195,1573221856,3
277195,1577311507,4
277195,158243011X,1
277195,1882897579,6
277195,468109753,8
277195,684144433,2
277195,911824529,7
277196,345397606,9
277196,425034682,4
277196,425184463,8
277196,441694004,9
277196,44920597545,9
277196,449209733,6
277196,44923894625,4
277196,553271644,5
277196,670820555,10
277196,671446703,5
277196,671749013,2
277196,688171923,7
277196,743205812,5
277196,812521129,4
277196,828002118,5
277196,812551788,9
277197,316969680,2
277197,375703861,1
277197,440225442,10
277197,553271571,2
277197,743206045,4
277197,743229878,5
277203,030700645X,6
277203,307127923,4
277203,307302016,8
277203,307302636,2
277203,307987655,3
277203,316563242,9
277203,380600129,3
277203,380702843,5
277203,380710404,9
277203,039480001X,6
277203,394800028,8
277203,394800184,5
277203,039480029X,7
277203,039480967X,1
277203,394925696,3
277203,439083702,10
277203,439213592,5
277203,439242363,5
277203,439449316,8
277203,590386522,8
277203,590402218,5
277203,590404342,7
277203,590442619,7
277203,590442791,9
277203,590442805,9
277203,590442899,4
277203,059044297X,2
277203,059046602X,1
277203,590466577,3
277203,059053744X,3
277203,590629719,3
277203,590921622,10
277203,590965492,2
277203,689845405,6
277203,689847564,1
277203,717283194,8
277203,717283208,10
277203,717283275,5
277203,717283364,2
277203,717283372,1
277203,717284832,9
277203,717284972,2
277203,717287017,4
277203,717287106,4
277203,721452728,2
277203,736401113,1
277203,761406158,4
277203,769600239,6
277203,785316477,8
277203,785316493,1
277203,785316531,10
277203,087701759X,7
277203,882712926,4
277203,895777010,9
277203,1561452718,4
277203,1562826468,7
277203,2764104936,7
277205,671664964,5
277209,5531774,8
277212,044023722X,9
277220,671015648,9
277221,749397365,1
277228,61044636,3
277228,385239165,3
277228,884946169,7
277228,884948706,5
277229,312282990,4
277230,60613998,3
277230,037541309X,10
277230,826308791,3
277231,014023313X,4
277231,722539924,2
277232,970961502,6
277235,014029628X,8
277235,375703861,7
277235,425188175,8
277237,038550926X,4
277240,440772109,9
277242,812514440,3
277243,449005909,4
277244,345443284,2
277244,395742803,10
277244,425128164,9
277244,055347782X,6
277244,670401765,10
277244,670637823,10
277244,67166736,5
277244,1585671312,6
277245,316601950,2
277246,452282152,7
277249,11238356,3
277249,8804483156,9
277249,8846200209,9
277253,380807343,3
277256,397314728,5
277257,345422384,8
277261,440241073,6
277262,395760704,10
277265,615116426,10
277267,8804348712,10
277268,3828400647,7
277269,1555037763,8
277271,618134298,3
277272,60591706,8
277272,375708049,6
277272,552998486,8
277272,9586391688,3
277272,9722000322,7
277272,9722100718,6
277272,972211493X,6
277272,9722320742,7
277272,9722326414,10
277272,972232957,8
277272,972232957X,10
277272,9722509713,2
277272,9722906259,5
277272,9722906283,8
277272,9724608152,10
277272,9725752228,8
277272,9726101794,3
277272,9726106141,1
277272,9726621666,5
277272,9726627532,1
277274,1887128441,3
277281,62501860,8
277284,553581929,2
277285,806523794,5
277288,425154092,1
277291,671738232,3
277292,1551668726,9
277293,380721643,9
277305,O6712345670,8
277314,446360716,5
277315,60173289,6
277315,60976845,3
277317,1561840564,6
277330,441478123,2
277334,6530400,7
277334,9041710191,6
277338,3442029724,2
277338,3746614007,5
277339,44901668125,2
277340,385482051,8
277340,385494084,9
277340,767902076,7
277341,084230052X,8
277343,3257204817,9
277348,446363073,5
277351,3518119249,10
277351,35181333217,8
277351,3596200547,10
277351,3716020028,7
277351,3717581546,1
277351,3803120624,1
277353,739417096,3
277358,679781587,3
277359,71009505506,8
277359,1591820537,5
277359,1931514615,9
277363,60393823,6
277363,156027321,8
277363,312187335,10
277363,929264215,10
277364,61011509,8
277364,553576801,5
277367,312276885,3
277369,8806164104,6
277371,7137699,10
277374,671521705,10
277375,3548603203,9
277378,6485294,9
277378,60164662,3
277378,134342283,6
277378,138030405,3
277378,013838939X,1
277378,140003185,10
277378,140008217,1
277378,140017852,4
277378,140058605,1
277378,140089128,10
277378,140096825,3
277378,140253874,9
277378,140302980,1
277378,141002492,1
277378,141302933,7
277378,192827588,4
277378,312195516,3
277378,345315642,4
277378,380490986,3
277378,380731851,3
277378,385474016,3
277378,425176673,7
277378,435270613,5
277378,446322180,4
277378,446608955,1
277378,451137965,8
277378,553213296,7
277378,553262807,10
277378,553279378,6
277378,553371835,7
277378,586056572,3
277378,670892963,2
277378,670894494,7
277378,671028375,6
277378,671646575,9
277378,671683993,3
277378,679741879,10
277378,684872153,8
277378,684872730,2
277378,689817851,2
277378,712624090,8
277378,713911131,1
277378,749305401,9
277378,767906373,8
277378,770418686,8
277378,770420451,2
277378,770502466,9
277378,786881348,3
277378,804103658,9
277378,804109729,3
277378,804114986,3
277378,812507452,2
277378,812515560,7
277378,812515595,1
277378,812590554,1
277378,938261088,3
277378,941483711,10
277378,971880107,1
277378,1550137387,1
277378,1550170791,1
277379,3453156366,9
277379,3499223066,9
277380,1558509828,3
277384,957868251,9
277388,342670272X,8
277389,2253141860,1
277392,859009751X,7
277397,399140751,6
277399,254794,4
277400,87812797,10
277400,88043077730,7
277400,8804479272,1
277400,887983830,3
277400,8880891766,5
277400,8880894536,4
277400,8880897470,9
277402,051511605X,4
277405,590477404,10
277408,312253435,8
277411,044023722X,5
277413,316666343,9
277413,345416422,3
277424,60170166,9
277425,552996459,2
277427,002542730X,10
277427,26217457,7
277427,003008685X,10
277427,30615321,2
277427,60002050,2
277427,60006641,4
277427,60159685,1
277427,60177721,6
277427,60192704,4
277427,60542128,8
277427,60913509,6
277427,60929197,7
277427,006092988X,9
277427,60930535,10
277427,60932139,3
277427,60934417,8
277427,60951605,10
